datetime,pm25,pm10,no2,so2,co,o3,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,pressure_msl,surface_pressure,cloud_cover,wind_speed_10m,wind_direction_10m,wind_gusts_10m,is_day,sunshine_duration
2025-10-12 17:00:00+00:00,12.8,33.0,0.0126,0.0001,0.3,0.03,20.6,56,11.5,20.8,0.0,0.0,1007.8,996.7,1,2.5,278,14.4,1,3600.0
2025-10-12 18:00:00+00:00,16.3,33.0,0.0116,0.0002,0.3,0.041,23.4,48,11.8,24.7,0.0,0.0,1007.1,996.1,0,0.9,180,15.1,1,3600.0
2025-10-12 18:00:00+00:00,16.3,33.0,0.0116,0.0002,0.3,0.041,23.4,48,11.8,24.7,0.0,0.0,1007.1,996.1,0,0.9,180,15.1,1,3600.0
2025-10-12 19:00:00+00:00,14.8,31.0,0.0081,0.0002,0.3,0.055,25.1,46,12.6,26.6,0.0,0.0,1006.2,995.3,0,3.4,164,17.3,1,3600.0
2025-10-12 19:00:00+00:00,14.8,31.0,0.0081,0.0002,0.3,0.055,25.1,46,12.6,26.6,0.0,0.0,1006.2,995.3,0,3.4,164,17.3,1,3600.0
2025-10-12 20:00:00+00:00,12.9,36.0,0.0078,0.0002,0.3,0.062,26.6,39,11.5,27.4,0.0,0.0,1005.5,994.7,0,4.4,189,19.1,1,3600.0
2025-10-12 20:00:00+00:00,12.9,36.0,0.0078,0.0002,0.3,0.062,26.6,39,11.5,27.4,0.0,0.0,1005.5,994.7,0,4.4,189,19.1,1,3600.0
2025-10-12 21:00:00+00:00,9.8,33.0,0.0078,0.0004,0.2,0.057,27.2,36,10.9,27.0,0.0,0.0,1004.7,993.9,0,6.0,201,20.9,1,3600.0
2025-10-12 21:00:00+00:00,9.8,33.0,0.0078,0.0004,0.2,0.057,27.2,36,10.9,27.0,0.0,0.0,1004.7,993.9,0,6.0,201,20.9,1,3600.0
2025-10-12 22:00:00+00:00,8.7,31.0,0.0059,0.0003,0.2,0.057,26.7,35,10.0,25.4,0.0,0.0,1004.3,993.5,0,9.3,216,25.9,1,3600.0
2025-10-12 22:00:00+00:00,8.7,31.0,0.0059,0.0003,0.2,0.057,26.7,35,10.0,25.4,0.0,0.0,1004.3,993.5,0,9.3,216,25.9,1,3600.0
2025-10-12 23:00:00+00:00,11.5,34.0,0.0041,0.0002,0.2,0.055,24.0,41,9.9,22.6,0.0,0.0,1004.3,993.4,0,9.7,219,28.4,1,3600.0
2025-10-12 23:00:00+00:00,11.5,34.0,0.0041,0.0002,0.2,0.055,24.0,41,9.9,22.6,0.0,0.0,1004.3,993.4,0,9.7,219,28.4,1,3600.0
2025-10-13 00:00:00+00:00,6.6,28.0,0.0043,0.0001,0.2,0.047,21.8,43,8.6,20.3,0.0,0.0,1004.4,993.4,0,7.7,217,24.1,1,3447.36
2025-10-13 01:00:00+00:00,6.3,29.0,0.0054,0.0001,0.2,0.045,20.2,52,10.1,19.7,0.0,0.0,1004.7,993.7,0,3.1,204,16.9,0,0.0
2025-10-13 02:00:00+00:00,6.0,33.0,0.01,0.0001,0.3,0.037,19.0,62,11.6,19.1,0.0,0.0,1005.1,994.0,0,2.4,171,6.8,0,0.0
2025-10-13 03:00:00+00:00,5.5,32.0,0.0207,0.0001,0.5,0.022,18.3,66,11.9,18.4,0.0,0.0,1005.4,994.3,0,3.1,144,7.9,0,0.0
2025-10-13 04:00:00+00:00,7.4,63.0,0.0281,0.0001,0.7,0.01,17.7,74,13.0,18.0,0.0,0.0,1005.8,994.7,0,4.1,119,8.6,0,0.0
2025-10-13 05:00:00+00:00,13.8,41.0,0.0293,,,0.008,17.1,80,13.7,17.4,0.0,0.0,1006.1,994.9,0,6.2,100,10.8,0,0.0
2025-10-13 06:00:00+00:00,10.3,36.0,0.021,,,0.015,16.8,83,13.8,17.3,0.0,0.0,1006.3,995.1,0,4.5,130,13.0,0,0.0
2025-10-13 07:00:00+00:00,7.1,38.0,0.0162,,,0.022,16.0,85,13.5,16.6,0.0,0.0,1006.4,995.2,1,3.2,128,9.0,0,0.0
2025-10-13 08:00:00+00:00,14.4,30.0,0.0278,,,0.002,15.8,83,13.0,16.1,0.0,0.0,1006.7,995.5,15,4.5,113,9.0,0,0.0
2025-10-13 09:00:00+00:00,14.3,31.0,0.0248,,,0.008,15.7,85,13.3,15.8,0.0,0.0,1006.6,995.4,95,6.3,105,12.6,0,0.0
2025-10-13 10:00:00+00:00,10.6,32.0,0.0089,,,0.027,15.6,91,14.1,15.8,0.0,0.0,1006.3,995.1,96,7.7,106,15.1,0,0.0
2025-10-13 11:00:00+00:00,9.1,30.0,0.007,,,0.031,16.1,91,14.6,16.3,0.0,0.0,1006.6,995.4,100,8.4,110,18.4,0,0.0
2025-10-13 12:00:00+00:00,9.0,28.0,0.0089,0.0,0.2,0.028,16.1,93,14.9,16.2,0.0,0.0,1007.0,995.8,100,10.5,125,23.4,0,0.0
2025-10-13 13:00:00+00:00,10.0,27.0,0.0128,0.0,0.2,0.023,16.2,90,14.5,16.2,0.0,0.0,1007.4,996.2,92,10.1,121,23.8,1,0.0
2025-10-13 14:00:00+00:00,10.0,33.0,0.0195,0.0,0.3,0.021,16.3,87,14.1,16.3,0.0,0.0,1007.8,996.6,16,9.2,118,22.3,1,776.48
2025-10-13 15:00:00+00:00,9.2,27.0,0.0096,0.0,0.2,0.035,17.4,74,12.8,16.9,0.0,0.0,1008.2,997.0,28,9.3,114,23.0,1,3600.0
2025-10-13 16:00:00+00:00,7.3,28.0,0.0117,0.0,0.2,0.035,19.1,62,11.6,17.5,0.0,0.0,1008.1,997.0,35,14.4,126,34.2,1,3600.0
2025-10-13 17:00:00+00:00,9.9,37.0,0.0071,0.0,0.2,0.042,19.7,56,10.6,17.8,0.0,0.0,1008.3,997.2,45,14.1,133,40.3,1,3600.0
2025-10-13 18:00:00+00:00,10.4,29.0,0.0047,0.0,0.1,0.047,21.0,48,9.5,18.8,0.0,0.0,1008.1,997.1,38,14.5,135,36.0,1,3600.0
2025-10-13 19:00:00+00:00,8.0,25.0,0.0045,0.0,0.1,0.045,21.8,43,8.8,19.1,0.0,0.0,1007.2,996.2,100,16.0,136,39.6,1,3600.0
2025-10-13 20:00:00+00:00,9.4,40.0,0.004,0.0,0.1,0.042,21.6,49,10.5,19.5,0.0,0.0,1006.6,995.6,49,15.8,146,40.0,1,3600.0
2025-10-13 21:00:00+00:00,9.2,37.0,0.0034,0.0,0.1,0.041,22.0,46,9.7,19.2,0.0,0.0,1006.4,995.4,55,18.0,147,42.8,1,3600.0
2025-10-13 22:00:00+00:00,9.7,50.0,0.0037,0.0,0.1,0.04,21.1,50,10.3,18.8,0.0,0.0,1006.3,995.3,32,16.7,152,43.6,1,3600.0
2025-10-13 23:00:00+00:00,8.9,41.0,0.004,0.0,0.1,0.038,19.5,55,10.3,17.1,0.0,0.0,1006.8,995.7,40,16.7,161,40.0,1,3600.0
2025-10-14 00:00:00+00:00,5.9,30.0,0.0035,0.0,0.1,0.038,18.4,61,10.9,16.2,0.1,0.1,1007.2,996.1,95,16.9,156,38.9,1,1796.72
2025-10-14 01:00:00+00:00,8.7,27.0,0.0049,0.0,0.1,0.035,17.5,69,11.8,15.6,0.0,0.0,1007.8,996.6,94,16.2,151,38.9,0,0.0
2025-10-14 02:00:00+00:00,7.6,26.0,0.0049,0.0,0.1,0.034,17.2,71,11.9,15.5,0.0,0.0,1008.4,997.2,31,15.3,133,35.3,0,0.0
2025-10-14 03:00:00+00:00,6.6,22.0,0.005,0.0,0.1,0.034,16.4,77,12.3,15.0,0.2,0.2,1009.0,997.8,76,14.1,145,34.2,0,0.0
2025-10-14 04:00:00+00:00,4.2,24.0,0.0073,0.0,0.1,0.032,15.8,83,13.0,15.1,0.3,0.3,1009.9,998.6,97,11.6,132,30.2,0,0.0
2025-10-14 05:00:00+00:00,6.4,20.0,0.0088,0.0,0.2,0.032,15.4,84,12.8,14.4,0.1,0.1,1010.3,999.0,86,12.4,121,25.9,0,0.0
2025-10-14 06:00:00+00:00,6.0,17.0,0.006,0.0,0.1,0.032,15.0,84,12.3,14.0,0.4,0.4,1010.4,999.1,41,11.4,93,28.8,0,0.0
2025-10-14 07:00:00+00:00,6.4,13.0,0.0054,0.0,0.1,0.035,15.1,83,12.3,14.0,0.0,0.0,1010.0,998.7,85,12.5,83,25.2,0,0.0
2025-10-14 08:00:00+00:00,4.9,12.0,0.0064,,,0.033,15.5,79,11.9,13.9,0.0,0.0,1010.0,998.7,100,14.8,112,32.4,0,0.0
2025-10-14 09:00:00+00:00,4.4,17.0,0.0064,,,0.032,15.3,79,11.6,13.7,0.1,0.1,1009.7,998.4,100,14.4,102,32.0,0,0.0
2025-10-14 10:00:00+00:00,3.0,9.0,0.0069,,,0.029,15.0,82,11.9,13.3,1.7,1.7,1009.1,997.8,100,15.5,121,34.6,0,0.0
2025-10-14 11:00:00+00:00,0.4,5.0,0.0071,,,0.029,14.6,80,11.3,12.6,3.2,3.2,1009.3,998.0,100,16.4,103,32.4,0,0.0
2025-10-14 12:00:00+00:00,0.6,6.0,0.0093,0.0,0.1,0.024,14.2,90,12.6,12.6,2.3,2.3,1009.3,998.0,100,16.0,114,34.6,0,0.0
2025-10-14 13:00:00+00:00,4.0,8.0,0.008,0.0,0.2,0.027,14.1,93,13.0,12.8,3.9,3.9,1009.3,998.0,100,15.0,128,31.7,1,0.0
2025-10-14 14:00:00+00:00,5.2,6.0,0.0094,0.0,0.2,0.031,14.2,94,13.2,12.9,6.2,6.2,1009.9,998.6,100,15.6,130,35.6,1,0.0
2025-10-14 15:00:00+00:00,2.4,7.0,0.0099,0.0,0.2,0.03,14.7,94,13.8,13.7,5.5,5.5,1009.8,998.5,100,15.5,152,38.9,1,0.0
2025-10-14 16:00:00+00:00,0.4,8.0,0.0096,0.0,0.2,0.032,15.0,96,14.3,13.8,3.9,3.9,1009.9,998.6,100,17.5,184,36.4,1,0.0
2025-10-14 17:00:00+00:00,3.0,7.0,0.005,0.0,0.2,0.036,14.3,90,12.6,13.5,5.1,5.1,1011.8,1000.5,100,10.7,264,36.4,1,0.0
2025-10-14 18:00:00+00:00,2.1,4.0,0.0071,,,0.033,14.0,86,11.7,14.2,2.7,2.7,1012.1,1000.7,100,2.2,85,20.2,1,0.0
2025-10-14 19:00:00+00:00,1.1,1.0,0.0064,,,0.034,14.6,79,10.9,14.2,1.6,1.6,1012.4,1001.1,100,4.3,112,12.6,1,0.0
2025-10-14 20:00:00+00:00,2.1,1.0,0.005,,,0.036,15.5,76,11.3,14.9,0.1,0.1,1012.0,1000.7,40,6.7,104,19.8,1,3600.0
2025-10-14 21:00:00+00:00,1.4,6.0,0.0083,,,0.033,16.0,72,11.0,15.3,0.1,0.1,1012.3,1001.0,66,6.5,132,25.2,1,3600.0
2025-10-14 22:00:00+00:00,3.4,11.0,0.0091,,,0.032,16.6,70,11.1,16.0,0.1,0.1,1012.4,1001.1,100,6.2,154,24.1,1,3600.0
2025-10-14 23:00:00+00:00,3.9,9.0,0.0109,0.0,0.2,0.031,16.0,74,11.3,15.7,0.0,0.0,1013.0,1001.7,60,4.6,141,22.7,1,924.79
2025-10-15 00:00:00+00:00,3.5,8.0,0.0113,0.0,0.2,0.028,15.5,78,11.6,15.5,0.0,0.0,1013.6,1002.3,80,3.1,126,16.6,1,3295.95
2025-10-15 01:00:00+00:00,4.3,9.0,0.0117,0.0,0.2,0.026,14.4,79,10.9,13.9,0.1,0.1,1014.3,1002.9,51,5.1,73,15.1,0,0.0
2025-10-15 02:00:00+00:00,4.6,9.0,0.0173,0.0,0.3,0.018,13.7,83,10.9,12.8,0.0,0.0,1014.6,1003.2,36,8.3,68,17.6,0,0.0
2025-10-15 03:00:00+00:00,6.6,11.0,0.0155,0.0,0.3,0.018,13.2,83,10.4,12.2,0.0,0.0,1015.0,1003.6,55,7.7,74,18.0,0,0.0
2025-10-15 04:00:00+00:00,5.6,8.0,0.0125,0.0,0.3,0.018,12.9,82,9.9,12.0,0.0,0.0,1015.4,1004.0,100,6.1,66,16.2,0,0.0
2025-10-15 05:00:00+00:00,5.8,12.0,0.0153,0.0,0.3,0.014,12.4,95,11.6,12.3,1.7,1.7,1015.9,1004.4,100,3.8,289,13.0,0,0.0
2025-10-15 06:00:00+00:00,6.8,28.0,0.0114,0.0,0.3,0.015,13.0,95,12.2,13.2,1.2,1.2,1015.7,1004.3,98,3.2,317,10.1,0,0.0
2025-10-15 07:00:00+00:00,3.3,11.0,0.0075,0.0,0.2,0.025,13.0,94,12.0,13.2,0.7,0.7,1015.7,1004.3,100,2.8,55,8.6,0,0.0
2025-10-15 08:00:00+00:00,-0.3,8.0,0.0105,0.0,0.2,0.02,12.9,91,11.5,12.4,0.1,0.1,1015.5,1004.1,67,6.5,76,12.6,0,0.0
2025-10-15 09:00:00+00:00,3.5,6.0,0.0069,0.0,0.2,0.02,12.2,93,11.1,11.9,0.0,0.0,1015.3,1003.8,28,4.6,108,12.2,0,0.0
2025-10-15 10:00:00+00:00,3.1,7.0,0.0058,0.0,0.1,0.02,11.9,93,10.7,11.7,0.0,0.0,1015.4,1003.9,33,2.3,58,8.6,0,0.0
2025-10-15 11:00:00+00:00,1.3,6.0,0.0095,0.0,0.2,0.015,12.4,89,10.6,12.1,0.0,0.0,1015.6,1004.1,6,2.8,333,4.0,0,0.0
2025-10-15 12:00:00+00:00,3.8,8.0,0.0189,0.0,0.3,0.004,11.2,90,9.5,10.6,0.0,0.0,1015.6,1004.1,1,2.8,333,5.4,0,0.0
2025-10-15 13:00:00+00:00,4.6,11.0,0.0173,0.0,0.3,0.005,10.8,89,9.0,10.2,0.0,0.0,1016.0,1004.5,0,1.9,338,5.0,1,0.0
2025-10-15 14:00:00+00:00,7.1,10.0,0.0184,0.0,0.4,0.005,12.1,86,9.9,11.6,0.0,0.0,1016.4,1004.9,2,3.5,351,6.1,1,2000.92
2025-10-15 15:00:00+00:00,5.7,12.0,0.0149,0.0,0.4,0.01,14.2,84,11.6,14.6,0.0,0.0,1016.9,1005.5,6,0.2,180,9.4,1,3600.0
2025-10-15 16:00:00+00:00,5.3,15.0,0.0139,0.0001,0.4,0.015,16.1,72,10.9,16.1,0.0,0.0,1017.0,1005.7,1,1.7,288,10.8,1,3600.0
2025-10-15 17:00:00+00:00,3.6,12.0,0.0067,0.0,0.2,0.03,17.4,59,9.2,16.4,0.0,0.0,1016.9,1005.6,0,5.4,270,14.8,1,3600.0
2025-10-15 18:00:00+00:00,4.3,7.0,0.0042,0.0,0.2,0.037,18.4,54,8.8,17.9,0.0,0.0,1016.5,1005.3,0,5.6,248,18.4,1,3600.0
2025-10-15 19:00:00+00:00,4.6,7.0,0.0037,0.0,0.2,0.042,19.2,50,8.6,18.9,0.0,0.0,1015.9,1004.7,1,5.6,239,18.4,1,3600.0
2025-10-15 20:00:00+00:00,2.5,6.0,0.0037,0.0,0.2,0.044,19.6,49,8.6,18.8,0.0,0.0,1015.2,1004.0,0,7.6,239,21.2,1,3600.0
2025-10-15 21:00:00+00:00,0.9,14.0,0.0034,0.0,0.2,0.044,19.2,53,9.3,17.8,0.0,0.0,1014.7,1003.5,0,9.5,231,24.1,1,3600.0
2025-10-15 22:00:00+00:00,1.6,13.0,0.0033,0.0,0.2,0.043,18.4,58,10.0,16.8,0.0,0.0,1014.7,1003.5,0,10.7,220,25.6,1,3600.0
2025-10-15 23:00:00+00:00,2.2,14.0,0.0039,0.0,0.2,0.042,17.8,61,10.1,16.8,0.0,0.0,1014.8,1003.6,1,6.5,219,25.6,1,3600.0
2025-10-16 00:00:00+00:00,2.3,9.0,0.0048,0.0,0.2,0.039,16.4,74,11.8,16.6,0.0,0.0,1014.8,1003.5,0,2.2,294,13.3,1,3220.66
2025-10-16 01:00:00+00:00,1.8,8.0,0.0055,0.0,0.2,0.037,15.0,77,11.1,14.8,0.0,0.0,1015.0,1003.6,0,3.6,333,7.9,0,0.0
2025-10-16 02:00:00+00:00,6.4,10.0,0.0091,0.0,0.3,0.03,14.1,83,11.2,14.0,0.0,0.0,1015.0,1003.6,0,3.0,343,8.3,0,0.0
2025-10-16 03:00:00+00:00,6.0,12.0,0.0172,0.0,0.4,0.016,13.2,89,11.4,13.4,0.0,0.0,1015.2,1003.8,0,1.0,31,6.8,0,0.0
2025-10-16 04:00:00+00:00,6.6,15.0,0.0238,0.0,0.6,0.006,12.6,91,11.2,12.5,0.0,0.0,1015.6,1004.1,0,2.8,55,6.1,0,0.0
2025-10-16 05:00:00+00:00,7.6,22.0,0.0267,0.0001,0.7,0.002,11.9,96,11.2,12.0,0.0,0.0,1015.7,1004.2,0,1.5,14,6.8,0,0.0
2025-10-16 06:00:00+00:00,6.4,13.0,0.0238,0.0001,0.7,0.001,12.0,95,11.1,12.0,0.0,0.0,1015.7,1004.2,0,1.7,13,5.8,0,0.0
2025-10-16 07:00:00+00:00,9.6,17.0,0.0228,0.0001,0.6,0.001,11.8,93,10.7,11.6,0.0,0.0,1015.4,1003.9,0,2.5,21,6.5,0,0.0
2025-10-16 08:00:00+00:00,10.8,19.0,0.0208,0.0001,0.6,0.001,11.2,93,10.1,10.8,0.0,0.0,1015.2,1003.7,0,2.3,4,6.5,0,0.0
2025-10-16 09:00:00+00:00,10.0,18.0,0.0216,0.0002,0.5,0.0,10.6,94,9.6,10.1,0.0,0.0,1014.7,1003.2,0,2.0,10,6.1,0,0.0
2025-10-16 10:00:00+00:00,10.3,15.0,0.0205,0.0002,0.4,0.0,10.0,94,9.1,9.5,0.0,0.0,1014.2,1002.7,0,1.9,22,5.4,0,0.0
2025-10-16 11:00:00+00:00,10.4,19.0,0.0206,0.0001,0.5,0.0,9.5,94,8.7,8.9,0.0,0.0,1013.9,1002.3,0,1.9,22,6.8,0,0.0
2025-10-16 12:00:00+00:00,8.1,21.0,0.0194,0.0002,0.6,0.0,9.4,93,8.3,8.6,0.0,0.0,1013.8,1002.2,0,2.2,9,5.8,0,0.0
2025-10-16 13:00:00+00:00,6.0,19.0,0.022,0.0002,0.6,0.0,9.1,92,7.8,8.1,0.0,0.0,1013.9,1002.3,0,2.5,8,6.5,1,0.0
2025-10-16 14:00:00+00:00,6.5,21.0,0.0229,0.0002,0.7,0.001,10.3,90,8.6,9.3,0.0,0.0,1014.2,1002.7,0,3.8,8,8.6,1,2161.25
2025-10-16 15:00:00+00:00,10.1,24.0,0.0232,0.0002,0.6,0.006,13.4,78,9.6,12.9,0.0,0.0,1014.4,1003.0,0,2.2,5,9.7,1,3600.0
2025-10-16 16:00:00+00:00,6.9,17.0,0.0202,0.0002,0.4,0.014,15.6,68,9.8,15.3,0.0,0.0,1014.4,1003.1,0,1.7,18,10.4,1,3600.0
2025-10-16 17:00:00+00:00,3.9,11.0,0.012,0.0001,0.3,0.031,18.2,56,9.4,17.4,0.0,0.0,1014.1,1002.9,0,4.5,293,11.5,1,3600.0
2025-10-16 18:00:00+00:00,4.4,23.0,0.0173,0.0001,0.3,0.031,20.1,52,10.0,20.4,0.0,0.0,1013.7,1002.6,0,2.6,282,15.1,1,3600.0
2025-10-16 19:00:00+00:00,8.6,23.0,0.0175,0.0001,0.4,0.037,21.5,48,10.1,22.3,0.0,0.0,1013.1,1002.0,0,1.5,291,13.0,1,3600.0
2025-10-16 20:00:00+00:00,7.1,12.0,0.0121,0.0001,0.3,0.047,22.5,47,10.6,23.2,0.0,0.0,1012.1,1001.1,0,1.9,241,11.2,1,3600.0
2025-10-16 21:00:00+00:00,8.2,15.0,0.0077,0.0001,0.2,0.05,22.9,48,11.4,23.0,0.0,0.0,1011.4,1000.4,0,3.7,223,12.2,1,3600.0
2025-10-16 22:00:00+00:00,6.3,12.0,0.0087,0.0001,0.2,0.049,22.4,51,11.7,22.2,0.0,0.0,1011.2,1000.2,0,4.5,233,12.2,1,3600.0
2025-10-16 23:00:00+00:00,4.3,12.0,0.0082,0.0001,0.2,0.049,21.6,54,11.9,21.6,0.0,0.0,1011.2,1000.1,0,3.2,273,11.9,1,3600.0
2025-10-17 00:00:00+00:00,2.6,13.0,0.0099,0.0001,0.3,0.047,19.2,73,14.2,20.2,0.0,0.0,1011.2,1000.0,0,2.6,321,7.6,1,3145.57
2025-10-17 01:00:00+00:00,4.9,17.0,0.0108,0.0001,0.3,0.042,17.7,75,13.1,18.1,0.0,0.0,1011.4,1000.2,0,3.4,342,7.6,0,0.0
2025-10-17 02:00:00+00:00,5.7,14.0,0.0158,0.0,0.4,0.028,16.8,77,12.7,17.3,0.0,0.0,1011.6,1000.4,0,2.2,360,7.6,0,0.0
2025-10-17 03:00:00+00:00,6.7,19.0,0.0236,0.0001,0.5,0.017,15.5,80,12.1,16.1,0.0,0.0,1011.7,1000.4,0,0.5,360,5.8,0,0.0
2025-10-17 04:00:00+00:00,7.6,24.0,0.0253,0.0,0.6,0.011,14.0,88,12.0,14.4,0.0,0.0,1011.9,1000.5,0,1.4,360,6.1,0,0.0
2025-10-17 05:00:00+00:00,9.1,28.0,0.0332,0.0001,0.8,0.001,13.1,93,12.0,13.4,0.0,0.0,1012.0,1000.6,0,2.2,35,6.1,0,0.0
2025-10-17 06:00:00+00:00,11.8,25.0,0.031,0.0001,0.8,0.002,13.0,92,11.6,13.1,0.0,0.0,1012.3,1000.9,0,2.2,42,5.8,0,0.0
2025-10-17 07:00:00+00:00,10.2,21.0,0.03,0.0,0.6,0.002,12.6,91,11.1,12.5,0.0,0.0,1012.6,1001.2,0,2.3,18,5.8,0,0.0
2025-10-17 08:00:00+00:00,8.7,20.0,0.0288,0.0001,0.7,0.0,12.1,89,10.4,11.9,0.0,0.0,1012.5,1001.1,0,2.3,360,6.5,0,0.0
2025-10-17 09:00:00+00:00,9.6,20.0,0.0276,0.0002,0.7,0.0,11.5,89,9.8,11.1,0.0,0.0,1012.1,1000.6,0,2.3,356,7.2,0,0.0
2025-10-17 10:00:00+00:00,9.0,18.0,0.0264,0.0002,0.6,0.001,10.7,90,9.2,10.2,0.0,0.0,1012.3,1000.8,0,2.2,360,6.8,0,0.0
2025-10-17 11:00:00+00:00,10.5,19.0,0.0275,0.0002,0.6,0.001,10.2,93,9.1,9.5,0.0,0.0,1012.5,1001.0,0,2.9,353,6.1,0,0.0
2025-10-17 12:00:00+00:00,17.4,17.0,0.0309,0.0002,0.7,0.001,9.8,92,8.6,9.2,0.0,0.0,1012.5,1001.0,0,1.3,360,7.2,0,0.0
2025-10-17 13:00:00+00:00,13.4,26.0,0.0305,0.0002,0.8,0.0,9.7,90,8.2,8.8,0.0,0.0,1013.2,1001.7,0,2.2,9,6.1,0,0.0
2025-10-17 14:00:00+00:00,11.4,28.0,0.0298,0.0003,0.9,0.001,10.8,88,9.0,10.2,0.0,0.0,1013.5,1002.0,0,2.4,351,7.2,1,2109.82
2025-10-17 15:00:00+00:00,13.3,38.0,0.0307,0.0004,0.9,0.003,14.8,85,12.3,15.2,0.0,0.0,1013.8,1002.4,0,1.9,29,9.0,1,3600.0
2025-10-17 16:00:00+00:00,9.9,29.0,0.027,0.0002,0.6,0.012,18.0,65,11.4,18.1,0.0,0.0,1013.9,1002.7,0,1.9,163,9.7,1,3600.0
2025-10-17 17:00:00+00:00,8.9,23.0,0.0221,0.0002,0.4,0.023,20.9,51,10.4,20.5,0.0,0.0,1014.0,1002.9,0,3.7,247,10.1,1,3600.0
2025-10-17 18:00:00+00:00,6.9,12.0,0.0169,,,0.033,23.0,44,10.2,23.3,0.0,0.0,1013.6,1002.6,0,3.4,254,13.3,1,3600.0
2025-10-17 19:00:00+00:00,7.8,23.0,0.0182,,,0.038,24.7,40,10.4,25.0,0.0,0.0,1012.8,1001.8,0,5.3,237,15.5,1,3600.0
2025-10-17 20:00:00+00:00,10.1,24.0,0.0188,,,0.041,25.7,36,9.6,25.1,0.0,0.0,1012.0,1001.1,0,7.9,229,19.1,1,3600.0
2025-10-17 21:00:00+00:00,9.7,14.0,0.0117,,,0.046,25.5,36,9.3,24.3,0.0,0.0,1011.8,1000.9,0,8.0,222,19.8,1,3600.0
2025-10-17 22:00:00+00:00,8.3,16.0,0.0079,0.0001,0.2,0.052,24.4,41,10.2,23.5,0.0,0.0,1011.6,1000.6,0,6.5,242,18.4,1,3600.0
2025-10-17 23:00:00+00:00,5.3,13.0,0.0061,0.0,0.2,0.054,22.8,47,11.0,22.5,0.0,0.0,1011.6,1000.6,0,3.9,283,14.4,1,3600.0
2025-10-18 00:00:00+00:00,4.8,12.0,0.0055,0.0,0.2,0.054,20.7,59,12.3,21.0,0.0,0.0,1011.6,1000.5,0,2.6,258,9.4,1,3070.76
2025-10-18 01:00:00+00:00,4.1,11.0,0.0088,0.0,0.3,0.048,20.2,54,10.7,20.3,0.0,0.0,1011.8,1000.7,0,0.7,14,4.0,0,0.0
2025-10-18 02:00:00+00:00,3.7,16.0,0.0109,0.0001,0.3,0.042,18.8,60,10.8,18.9,0.0,0.0,1012.2,1001.0,0,1.0,22,2.2,0,0.0
2025-10-18 03:00:00+00:00,10.8,23.0,0.0184,0.0001,0.5,0.028,16.4,72,11.3,16.6,0.0,0.0,1012.6,1001.3,0,1.6,27,3.6,0,0.0
2025-10-18 04:00:00+00:00,13.6,25.0,0.0385,0.0001,0.7,0.005,14.7,82,11.7,14.7,0.0,0.0,1013.2,1001.9,0,3.8,8,9.0,0,0.0
2025-10-18 05:00:00+00:00,13.0,31.0,0.0353,0.0001,0.8,0.003,14.5,77,10.6,14.2,0.0,0.0,1013.5,1002.1,0,3.0,33,9.0,0,0.0
2025-10-18 06:00:00+00:00,16.2,28.0,0.0332,0.0002,0.8,0.001,14.3,79,10.7,14.0,0.0,0.0,1013.7,1002.3,0,3.2,43,6.8,0,0.0
2025-10-18 07:00:00+00:00,12.1,27.0,0.0332,0.0002,0.9,0.001,13.9,80,10.4,13.5,0.0,0.0,1013.8,1002.4,0,3.5,21,7.2,0,0.0
2025-10-18 08:00:00+00:00,13.8,29.0,0.0311,0.0003,0.8,0.001,13.1,82,10.1,12.6,0.0,0.0,1014.1,1002.7,0,3.6,18,7.9,0,0.0
2025-10-18 09:00:00+00:00,10.2,23.0,0.0308,0.0003,0.8,0.001,12.4,85,9.9,11.9,0.0,0.0,1014.1,1002.6,0,3.1,21,7.2,0,0.0
2025-10-18 10:00:00+00:00,12.4,19.0,0.0292,0.0003,0.6,0.001,12.3,84,9.7,11.4,0.0,0.0,1014.0,1002.5,0,5.4,21,11.2,0,0.0
2025-10-18 11:00:00+00:00,10.9,16.0,0.0285,0.0002,0.5,0.001,12.5,82,9.6,11.8,0.0,0.0,1014.2,1002.8,0,3.6,30,11.2,0,0.0
2025-10-18 12:00:00+00:00,9.1,16.0,0.0262,0.0002,0.6,0.0,11.7,85,9.2,10.9,0.0,0.0,1014.9,1003.4,0,3.9,37,7.9,0,0.0
2025-10-18 13:00:00+00:00,7.6,21.0,0.0255,0.0002,0.7,0.0,11.4,84,8.8,10.5,0.0,0.0,1015.3,1003.8,0,3.9,24,9.0,0,0.0
2025-10-18 14:00:00+00:00,10.2,28.0,0.026,0.0004,0.8,0.001,13.4,78,9.7,12.7,0.0,0.0,1015.9,1004.5,0,3.6,37,7.9,1,2057.89
2025-10-18 15:00:00+00:00,7.4,16.0,0.0226,0.0005,0.5,0.01,17.1,68,11.2,16.9,0.0,0.0,1016.6,1005.3,0,3.5,129,9.0,1,3600.0
2025-10-18 16:00:00+00:00,4.9,17.0,0.019,0.0003,0.4,0.019,20.0,56,10.9,19.9,0.0,0.0,1016.8,1005.6,0,2.0,117,9.0,1,3600.0
2025-10-18 17:00:00+00:00,5.1,19.0,0.0184,0.0003,0.3,0.025,22.9,45,10.4,22.8,0.0,0.0,1016.4,1005.3,0,1.3,16,10.8,1,3600.0
